listing_id,property_id,agent_id,list_price,list_date,expiry_date,listing_status,days_on_market,description
LST-0216,PRP-1677,AGT-0025,2820300.0,2024-06-16,2024-06-02,Expired,263.0,Control mean read radio. Language eat hand tend dog agreement.
LST-0217,PRP-2173,AGT-0163,307400.0,2024-05-28,2024-08-31,Pending,73.0,Second certainly anything phone key part. Whom green stop some country other.
LST-0218,PRP-0718,AGT-0132,1612200.0,2022-12-30,2023-04-02,Sold,77.0,Hotel including audience girl. Play study establish newspaper heavy market.
LST-0219,PRP-1401,AGT-0040,2449300.0,2021-05-21,2021-06-27,Sold,161.0,Door administration including. What might property approach history.
LST-0220,PRP-1046,AGT-0291,2928300.0,2021-10-12,2022-02-08,Active,335.0,Still race four me traditional after difficult. Mother necessary forward for.
LST-0221,PRP-2157,AGT-0018,2333900.0,2023-07-08,2023-11-10,Sold,250.0,Method light safe land left though around.
LST-0222,PRP-3215,AGT-0209,2177600.0,2020-04-19,2020-09-03,Sold,11.0,Bed several tend walk news.
LST-0223,PRP-4338,AGT-0205,752500.0,2022-11-16,2022-12-27,Withdrawn,124.0,Agreement dog become beat open public realize. Election address who after live interview.
LST-0224,PRP-3450,AGT-0008,2255600.0,2020-07-13,2020-12-01,Expired,,Soon realize process.
LST-0225,PRP-0803,AGT-0096,2136800.0,2024-06-16,2024-11-01,Sold,235.0,Quite director explain individual.
LST-0226,PRP-4058,AGT-0052,2015100.0,2023-09-13,2024-01-22,Sold,316.0,Suffer forget free strong employee air.
LST-0227,PRP-0333,AGT-0049,1064100.0,2022-03-25,2022-06-05,Sold,36.0,Nice quickly continue box need boy.
LST-0228,PRP-4166,AGT-0216,1083600.0,2021-05-03,2021-10-15,Sold,,Window thus organization course avoid its per.
LST-0229,PRP-3697,AGT-0162,2601200.0,2023-11-12,2024-01-17,Active,,Sound chair sense term enjoy society.
LST-0230,PRP-3184,AGT-0016,2442200.0,2023-04-28,2023-06-06,Sold,161.0,North ahead something lose avoid score describe.
LST-0231,PRP-2919,AGT-0300,866900.0,2023-03-24,2023-07-22,Withdrawn,73.0,Space activity them themselves himself act. Upon response art.
LST-0232,PRP-4680,AGT-0104,718500.0,2022-11-12,2023-02-27,Sold,316.0,Agreement believe music concern role. Still seat process.
LST-0233,PRP-3772,AGT-0298,2342600.0,2023-04-16,2023-07-30,Sold,84.0,Lawyer after dark.
LST-0234,PRP-0895,AGT-0139,1176300.0,2020-11-26,2020-12-29,Expired,224.0,Thousand stage fly big couple chair fact. Go prove choose face.
LST-0235,PRP-4821,AGT-0171,1216300.0,2022-09-03,2023-01-31,Sold,308.0,Easy employee family need.
LST-0236,PRP-3361,AGT-0121,700700.0,2021-10-07,2022-03-15,Active,,Increase near card state.
LST-0237,PRP-4642,AGT-0075,135200.0,2020-01-25,2020-06-24,Active,195.0,Receive foreign player line Mr support risk. Improve may food agree unit wide year environmental.
LST-0238,PRP-2363,AGT-0179,402600.0,2020-12-07,2021-03-08,Active,189.0,Picture event appear parent Democrat ball hear. Program investment north Congress place organization education.
LST-0239,PRP-4215,AGT-0046,345000.0,2021-12-03,2022-01-31,Active,56.0,Effort design leg reason final lawyer store energy.
LST-0240,PRP-4413,AGT-0086,2011700.0,2020-06-21,2020-07-26,Sold,89.0,Same collection seek around. Boy you finally history form reach president.
LST-0241,PRP-0721,AGT-0099,1619500.0,2020-12-27,2021-03-18,Expired,124.0,Instead style your medical know strong yourself.
LST-0242,PRP-2195,AGT-0162,2397000.0,2023-10-15,2023-12-27,Active,96.0,Authority tonight national over best possible despite.
LST-0243,PRP-2283,AGT-0039,162900.0,2023-06-25,2023-12-01,Active,37.0,Both analysis learn meet. Everyone skin effort tax discover.
LST-0244,PRP-1466,AGT-0229,2846500.0,2022-05-28,2022-08-30,Sold,260.0,Image card wind travel ask quite.
LST-0245,PRP-2505,AGT-0270,2823300.0,2023-10-29,2024-04-17,Withdrawn,319.0,When beat nothing gun. I together moment very.
LST-0246,PRP-1702,AGT-0275,2409800.0,2023-01-21,2023-05-24,Expired,176.0,Game because south common there action.
LST-0247,PRP-0119,AGT-0262,1170500.0,2020-08-28,2020-11-03,Expired,264.0,Mouth mention security.
LST-0248,PRP-3166,AGT-0007,676500.0,2020-02-24,2020-07-03,Sold,,Fear skin final leader knowledge civil. Hard walk involve often right couple subject.
LST-0249,PRP-1823,AGT-0146,480400.0,2021-03-08,2021-04-29,Active,,Discuss explain next reveal return man central.
LST-0250,PRP-4401,AGT-0087,2461800.0,2021-11-20,2022-05-03,Expired,176.0,Opportunity wonder reveal door. Later because act color street real cover.
LST-0251,PRP-1306,AGT-0145,1262800.0,2021-01-27,2021-04-04,Sold,340.0,Teach oil decade vote finish reason. Project personal off always after enter.
LST-0252,PRP-4339,AGT-0092,1672300.0,2021-09-24,2021-10-30,Sold,256.0,Care onto significant speech view miss win. Modern measure benefit use.
LST-0253,PRP-4603,AGT-0096,681300.0,2020-07-22,2020-10-17,Sold,142.0,Help significant race food woman official.
LST-0254,PRP-2499,AGT-0241,465800.0,2020-06-23,2020-08-23,Sold,15.0,Movement plant range yes and century. Realize training image respond image.
LST-0255,PRP-2540,AGT-0048,1027700.0,2023-09-27,2023-11-03,Withdrawn,287.0,Style thousand onto him.
LST-0256,PRP-3200,AGT-0285,1697400.0,2021-12-10,2022-01-25,Expired,155.0,Compare plant Democrat. Stuff decide agreement lay wish break system.
LST-0257,PRP-1908,AGT-0155,2214000.0,2023-12-26,2024-06-15,Sold,164.0,Owner public history piece. Local enter model than.
LST-0258,PRP-0667,AGT-0259,1328400.0,2021-09-25,2022-02-15,Sold,309.0,However foot rather fact.
LST-0259,PRP-1817,AGT-0271,2385800.0,2024-05-03,2024-06-15,Sold,239.0,Pressure resource produce young money forward media painting.
LST-0260,PRP-2997,AGT-0225,2239300.0,2023-05-04,2023-10-07,Sold,,Audience baby still scientist.
LST-0261,PRP-1820,AGT-0220,334800.0,2024-01-28,2024-04-05,Sold,303.0,Tv father believe.
LST-0262,PRP-3015,AGT-0201,1843400.0,2021-09-04,2022-02-12,Sold,123.0,Yet federal reality single indicate thank. Exist increase election.
LST-0263,PRP-2038,AGT-0129,359600.0,2020-07-17,2020-09-23,Sold,356.0,Young benefit use begin right.
LST-0264,PRP-1729,AGT-0018,488300.0,2023-11-29,2024-01-23,Sold,,Successful main apply determine key. Either structure key.
LST-0265,PRP-1854,AGT-0111,1550200.0,2024-05-29,2024-11-25,Active,271.0,Car travel international them.
LST-0266,PRP-2939,AGT-0162,541400.0,2024-04-05,2024-08-18,Sold,194.0,Heart purpose may. Short industry understand sell right project benefit.
LST-0267,PRP-2795,AGT-0182,1511200.0,2021-02-16,2021-04-19,Active,133.0,May medical activity. Every week local dog.
LST-0268,PRP-3319,AGT-0073,1166600.0,2022-03-25,2022-06-29,Sold,218.0,That certainly here out simple true. Difficult people three miss whether job.
LST-0269,PRP-4018,AGT-0023,2464500.0,2023-11-23,2024-03-25,Sold,315.0,Say research and he.
LST-0270,PRP-4416,AGT-0283,1665200.0,2020-05-29,2020-08-08,Sold,165.0,Serve offer Republican ready glass join. Skin once where central assume owner system.
LST-0271,PRP-3721,AGT-0203,1938300.0,2024-03-04,2024-05-22,Expired,354.0,Behavior but industry art one measure.
LST-0272,PRP-4423,AGT-0152,1484100.0,2021-01-16,2021-04-07,Sold,,Think your sign effort. Wait leg east care for before.
LST-0273,PRP-0363,AGT-0045,404600.0,2022-12-30,2023-03-03,Sold,129.0,Decade never bed adult along quite. This these without politics hospital.
LST-0274,PRP-3524,AGT-0089,1486300.0,2023-05-01,2023-07-22,Sold,199.0,Early section road tell dream gas.
LST-0275,PRP-1970,AGT-0107,150200.0,2023-02-12,2023-06-03,Sold,67.0,Matter here truth about two help agree.
LST-0276,PRP-3935,AGT-0122,1918500.0,2024-06-02,2024-10-19,Expired,308.0,Itself rather visit.
LST-0277,PRP-2575,AGT-0149,2421300.0,2022-03-17,2022-07-13,Sold,325.0,Girl medical attention heart more dark chance.
LST-0278,PRP-1389,AGT-0087,715500.0,2022-09-30,2022-12-28,Active,150.0,Food young yard similar federal admit. Network no next themselves.
LST-0279,PRP-1157,AGT-0133,2712900.0,2023-03-01,2023-06-21,Sold,70.0,Feeling require his avoid fund expect serious.
LST-0280,PRP-0903,AGT-0175,2405100.0,2020-05-11,2020-07-29,Expired,191.0,Who turn white quality. Find foreign research at.
LST-0281,PRP-0876,AGT-0249,410100.0,2020-07-02,2020-08-22,Sold,,Person so defense lawyer admit raise although dog.
LST-0282,PRP-1712,AGT-0240,473100.0,2023-04-12,2023-07-09,Sold,70.0,Operation own who grow leave life wide.
LST-0283,PRP-1165,AGT-0278,1680000.0,2022-08-13,2023-01-18,Withdrawn,185.0,Wear season usually true poor against. Tax have all call significant participant evening according.
LST-0284,PRP-2850,AGT-0010,225700.0,2022-05-06,2022-07-22,Sold,126.0,Energy federal bag woman wait various. Ten window rule guess research career hear.
LST-0285,PRP-3687,AGT-0047,488400.0,2021-09-12,2021-10-16,Pending,335.0,Relationship speak college game term author before dog.
LST-0286,PRP-3109,AGT-0181,1538600.0,2022-09-25,2023-02-16,Withdrawn,189.0,Challenge thing month issue board. Same until degree girl between.
LST-0287,PRP-4833,AGT-0101,2087000.0,2024-04-22,2024-06-21,Sold,241.0,Blue buy prevent each cause. Recent than inside response per.
LST-0288,PRP-4569,AGT-0101,1304000.0,2022-07-12,2022-10-04,Sold,226.0,Score by deep than. Compare under baby bring billion one war near.
LST-0289,PRP-0988,AGT-0179,611900.0,2024-04-30,2024-10-13,Active,217.0,Lot now those deal over statement could.
LST-0290,PRP-3619,AGT-0268,634800.0,2020-09-17,2021-01-25,Active,122.0,Picture parent walk speech. Class teach state.
LST-0291,PRP-0953,AGT-0108,476700.0,2023-06-21,2023-07-27,Sold,,No imagine turn run. Nation entire daughter fish.
LST-0292,PRP-0072,AGT-0229,406300.0,2024-01-22,2024-03-26,Pending,6.0,Conference my third hard responsibility across. Modern similar magazine week or matter leader.
LST-0293,PRP-4629,AGT-0242,1083000.0,2020-05-26,2020-11-11,Pending,175.0,Notice condition exist end citizen current general. Morning world return even event real water.
LST-0294,PRP-3968,AGT-0060,577200.0,2021-01-31,2021-06-27,Pending,272.0,Rather line thing officer. Trade eight certain stock check to enjoy.
LST-0295,PRP-2460,AGT-0241,1394100.0,2020-01-09,2020-05-12,Active,21.0,Already feeling hit office simple spring station. Positive parent blue time hot.
LST-0296,PRP-1280,AGT-0250,745300.0,2024-02-03,2024-04-07,Sold,103.0,Indicate modern water event sister strong. Sure thought white food instead note this.
LST-0297,PRP-1208,AGT-0233,1793400.0,2022-08-29,2022-10-11,Sold,208.0,Trade couple end radio.
LST-0298,PRP-4718,AGT-0257,1201400.0,2022-09-08,2022-11-07,Sold,340.0,Prove author listen wonder third help source.
LST-0299,PRP-1914,AGT-0217,1373200.0,2024-01-04,2024-02-24,Sold,120.0,Process home mind environmental one.
LST-0300,PRP-0277,AGT-0231,2726100.0,2023-09-04,2024-01-21,Pending,114.0,Song Republican like any amount break either add. Coach degree policy thus.
LST-0301,PRP-2336,AGT-0046,1812900.0,2023-06-26,2023-11-12,Sold,166.0,Activity TV minute take community thousand. Sit without age public eye itself soon even.
LST-0302,PRP-4162,AGT-0286,2096500.0,2022-02-12,2022-05-22,Sold,291.0,Move reflect quickly result at. Many follow security kid.
LST-0303,PRP-3290,AGT-0007,1460300.0,2020-03-14,2020-07-23,Sold,32.0,It degree its recently. Play treat ok.
LST-0304,PRP-1592,AGT-0113,2070900.0,2021-08-29,2021-10-01,Sold,191.0,Possible another interest whom record. Let ever join.
LST-0305,PRP-3870,AGT-0213,2689400.0,2020-04-12,2020-09-05,Pending,296.0,Crime value note radio approach.
LST-0306,PRP-4938,AGT-0205,211100.0,2023-01-05,2023-05-10,Sold,44.0,Smile book window start deal spring. Ten yourself second word like.
LST-0307,PRP-1318,AGT-0107,1423900.0,2023-09-10,2024-01-17,Sold,218.0,Record performance institution difference may media doctor.
LST-0308,PRP-3949,AGT-0099,1742100.0,2024-04-08,2024-05-10,Sold,153.0,Shake hospital buy.
LST-0309,PRP-2434,AGT-0126,1002100.0,2022-05-16,2022-08-28,Active,,Forward minute floor thank.
LST-0310,PRP-1990,AGT-0241,2380700.0,2020-09-02,2021-02-09,Expired,89.0,Total debate base knowledge whatever. Summer phone from listen reach example cell.
LST-0311,PRP-2663,AGT-0255,1638700.0,2023-10-04,2024-01-17,Sold,39.0,Stuff care see because million hotel.
LST-0312,PRP-0017,AGT-0211,720000.0,2021-02-11,2021-04-29,Sold,362.0,Like human sea animal. Nation executive just respond reveal blue treat.
LST-0313,PRP-3291,AGT-0134,1533400.0,2024-03-23,2024-06-01,Pending,39.0,Leg position west social. Simple seek operation moment.
LST-0314,PRP-0376,AGT-0138,494200.0,2022-01-18,2022-02-28,Active,22.0,Share level recognize establish somebody enjoy do. Safe mother realize more PM service fish.
LST-0315,PRP-0062,AGT-0151,1617600.0,2024-03-21,2024-06-14,Pending,354.0,Whole study experience leave find realize society.
LST-0316,PRP-3452,AGT-0075,1684300.0,2023-09-08,2024-02-04,Withdrawn,345.0,Enough purpose lay type buy read standard.
LST-0317,PRP-2599,AGT-0271,1611800.0,2022-03-22,2022-09-04,Sold,37.0,Kind campaign couple. Mention raise right former establish something.
LST-0318,PRP-0432,AGT-0020,2238000.0,2020-12-01,2021-03-26,Active,108.0,Keep operation option later reduce.
LST-0319,PRP-1215,AGT-0143,1031500.0,2020-01-10,2020-06-17,Pending,75.0,Question economy red true music.
LST-0320,PRP-2756,AGT-0168,1179900.0,2020-09-04,2020-12-21,Expired,18.0,Describe establish character happy. Huge camera media.
LST-0321,PRP-4981,AGT-0088,1326000.0,2022-05-13,2022-06-29,Sold,186.0,Serious wall rest may also administration. Attack about week rate.
LST-0322,PRP-4462,AGT-0264,712600.0,2020-07-22,2020-09-23,Sold,64.0,Opportunity mind free imagine above quickly image. Trial will reach occur state not.
LST-0323,PRP-4671,AGT-0197,602300.0,2021-09-19,2022-02-06,Sold,,Type pull crime point allow sing system.
LST-0324,PRP-1236,AGT-0097,1575300.0,2023-11-11,2023-10-19,Sold,,Million among sure main quite move out consumer. Matter toward office.
LST-0325,PRP-4067,AGT-0070,958000.0,2022-08-21,2022-11-26,Active,,Minute they blue serious identify.
LST-0326,PRP-0809,AGT-0243,2945600.0,2021-07-16,2021-12-08,Active,212.0,Accept sea bank free quite.
LST-0327,PRP-4606,AGT-0020,1183400.0,2023-10-13,2024-01-18,Sold,282.0,Simple loss themselves unit in. Road style certain popular same.
LST-0328,PRP-3363,AGT-0210,143900.0,2022-12-25,2023-06-06,Sold,,Figure high say ten stop explain.
LST-0329,PRP-4225,AGT-0247,1883800.0,2020-08-10,2020-11-10,Sold,94.0,Sell thus official. Look Congress agreement mouth now.
LST-0330,PRP-1614,AGT-0247,995300.0,2022-11-21,2023-02-22,Sold,343.0,Field yet product tend behind.
LST-0331,PRP-0462,AGT-0188,2207900.0,2023-02-04,2023-03-20,Sold,86.0,Surface expect put process.
LST-0332,PRP-3796,AGT-0210,1986200.0,2020-02-20,2020-08-17,Expired,38.0,Early result tend concern.
LST-0333,PRP-1502,AGT-0144,2191900.0,2020-09-24,2021-02-17,Expired,,Church need fast all scene occur parent information.
LST-0334,PRP-2537,AGT-0166,2906100.0,2021-04-10,2021-05-13,Pending,56.0,More threat do let success. Compare character machine beat.
LST-0335,PRP-2040,AGT-0167,150200.0,2021-01-30,2021-04-21,Sold,313.0,Quickly plant answer his concern contain especially. Discuss political you.
LST-0336,PRP-3271,AGT-0292,633400.0,2022-06-18,2022-08-19,Sold,50.0,Site rock course move thousand.
LST-0337,PRP-3884,AGT-0100,861700.0,2022-05-29,2022-07-07,Sold,3.0,Mr act reach everyone your occur.
LST-0338,PRP-2795,AGT-0139,406900.0,2022-01-17,2022-04-20,Sold,323.0,Western gun hand keep only compare your.
LST-0339,PRP-2041,AGT-0059,2738000.0,2020-12-08,2021-04-07,Expired,326.0,Read room card.
LST-0340,PRP-2616,AGT-0008,1588700.0,2024-05-13,2024-06-16,Sold,264.0,Environment skill or detail physical.
LST-0341,PRP-2964,AGT-0253,284600.0,2022-06-04,2022-11-16,Active,56.0,Memory fish speak.
LST-0342,PRP-4364,AGT-0008,2390300.0,2021-01-30,2021-04-03,Sold,52.0,Building could effort special thing.
LST-0343,PRP-3646,AGT-0263,224400.0,2023-04-22,2023-07-14,Expired,206.0,Hear board thousand meeting.
LST-0344,PRP-0539,AGT-0205,1899500.0,2022-02-10,2022-06-12,Active,363.0,Explain difference Republican close.
LST-0345,PRP-0367,AGT-0163,2125900.0,2023-09-23,2023-11-19,Sold,137.0,Article agent each crime science return. Describe officer radio unit.
LST-0346,PRP-3640,AGT-0156,1366700.0,2021-02-12,2021-05-01,Expired,245.0,Unit study thus executive cost do. Common between environmental.
LST-0347,PRP-2498,AGT-0018,51000.0,2023-01-08,2023-06-30,Sold,217.0,Hotel behavior real base. Fund radio white a particular maybe father production.
LST-0348,PRP-0853,AGT-0237,662700.0,2020-08-06,2020-12-10,Withdrawn,87.0,Become fall president east food building present.
LST-0349,PRP-0367,AGT-0129,481200.0,2021-09-24,2022-03-14,Withdrawn,25.0,Person number want small.
LST-0350,PRP-0968,AGT-0191,1712600.0,2022-08-05,2022-10-01,Sold,33.0,Image again blood spring section stuff bill.
LST-0351,PRP-2148,AGT-0120,1332800.0,2020-01-10,2020-04-09,Sold,265.0,Soon decade box itself knowledge. Bad factor want.
LST-0352,PRP-1756,AGT-0183,122100.0,2023-02-11,2023-04-10,Active,,Purpose top nice case agree.
LST-0353,PRP-3506,AGT-0227,2557700.0,2024-03-27,2024-05-23,Expired,359.0,Herself certainly personal picture pattern could.
LST-0354,PRP-4348,AGT-0182,2041400.0,2021-12-07,2022-05-20,Sold,268.0,Couple short certain ready none daughter lay.
LST-0355,PRP-4039,AGT-0080,2406800.0,2021-05-08,2021-06-10,Pending,297.0,Anything your firm go. Peace behind seven know subject throw central.
LST-0356,PRP-3229,AGT-0002,2413600.0,2020-12-13,2021-05-05,Active,81.0,Sound relate best against with. Candidate something easy section finally picture lawyer.
LST-0357,PRP-4921,AGT-0110,1748500.0,2021-07-19,2021-06-20,Active,130.0,Property administration news term meeting who style.
LST-0358,PRP-3246,AGT-0266,462100.0,2024-02-22,2024-07-12,Withdrawn,279.0,Consumer use art public threat standard cell.
LST-0359,PRP-0180,AGT-0242,1471300.0,2021-03-25,2021-06-20,Active,178.0,And add idea begin tell. Prevent floor art floor it present coach.
LST-0360,PRP-4672,AGT-0210,1071500.0,2020-12-04,2021-04-06,Sold,4.0,Million performance adult actually forward. Myself relationship near executive listen along professional its.
LST-0361,PRP-4813,AGT-0092,2153100.0,2024-02-24,2024-08-02,Sold,326.0,Quality successful certainly buy hundred message finish. Development west grow court fear.
LST-0362,PRP-4080,AGT-0289,2018400.0,2020-11-17,2021-02-02,Expired,68.0,Particularly catch over.
